"id","rule","origin_tax","tax","group"
"fptt_pymes_irpf18_0","fp_pymes_irpf18","iva_pymes_sop_ex","iva_pymes_sop_ex","tax_group_purchase_pymes"
"fptt_pymes_irpf18_0_2","fp_pymes_irpf18","iva_pymes_sop_ex","irpf_pymes_18","tax_group_purchase_pymes"
"fptt_pymes_irpf15_0","fp_pymes_irpf15","iva_pymes_sop_ex","iva_pymes_sop_ex","tax_group_purchase_pymes"
"fptt_pymes_irpf15_0_2","fp_pymes_irpf15","iva_pymes_sop_ex","irpf_pymes_15","tax_group_purchase_pymes"
"fptt_pymes_irpf9_0","fp_pymes_irpf9","iva_pymes_sop_ex","iva_pymes_sop_ex","tax_group_purchase_pymes"
"fptt_pymes_irpf9_0_2","fp_pymes_irpf9","iva_pymes_sop_ex","irpf_pymes_9","tax_group_purchase_pymes"
"fptt_pymes_irpf7_0","fp_pymes_irpf7","iva_pymes_sop_ex","iva_pymes_sop_ex","tax_group_purchase_pymes"
"fptt_pymes_irpf7_0_2","fp_pymes_irpf7","iva_pymes_sop_ex","irpf_pymes_7","tax_group_purchase_pymes"
"fptt_pymes_irpf2_0","fp_pymes_irpf2","iva_pymes_sop_ex","iva_pymes_sop_ex","tax_group_purchase_pymes"
"fptt_pymes_irpf2_0_2","fp_pymes_irpf2","iva_pymes_sop_ex","irpf_pymes_2","tax_group_purchase_pymes"
"fptt_pymes_irpf1_0","fp_pymes_irpf1","iva_pymes_sop_ex","iva_pymes_sop_ex","tax_group_purchase_pymes"
"fptt_pymes_irpf1_0_2","fp_pymes_irpf1","iva_pymes_sop_ex","irpf_pymes_1","tax_group_purchase_pymes"
